,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
28,2024-02-02,20:30,Bundesliga,Matchweek 20,Fri,Away,D,0,0,Heidenheim,0.6,1.2,69.0,15000.0,Niklas Süle,4-2-2-2,4-2-3-1,Bastian Dankert,Match Report,,14.0,5.0,18.1,0.0,0,0,2024,Dortmund
29,2024-02-09,20:30,Bundesliga,Matchweek 21,Fri,Home,W,3,0,Freiburg,1.9,0.3,66.0,81365.0,Emre Can,4-2-2-2,4-2-3-1,Harm Osmers,Match Report,,17.0,8.0,14.6,0.0,0,0,2024,Dortmund
30,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Away,D,1,1,Wolfsburg,1.4,1.8,63.0,28917.0,Emre Can,4-2-3-1,4-2-3-1,Martin Petersen,Match Report,,12.0,5.0,21.4,2.0,0,0,2024,Dortmund
32,2024-02-25,17:30,Bundesliga,Matchweek 23,Sun,Home,L,2,3,Hoffenheim,1.9,1.3,69.0,81365.0,Emre Can,4-2-3-1,3-4-1-2,Marco Fritz,Match Report,,21.0,7.0,15.9,1.0,0,0,2024,Dortmund
33,2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,W,2,0,Union Berlin,1.6,1.2,61.0,22012.0,Emre Can,4-2-3-1,3-5-2,Christian Dingert,Match Report,,13.0,7.0,16.2,0.0,0,0,2024,Dortmund
34,2024-03-09,18:30,Bundesliga,Matchweek 25,Sat,Away,W,2,1,Werder Bremen,1.2,1.8,54.0,42100.0,Emre Can,4-2-3-1,3-5-2,Deniz Aytekin,Match Report,,13.0,6.0,17.5,0.0,0,0,2024,Dortmund
36,2024-03-17,17:30,Bundesliga,Matchweek 26,Sun,Home,W,3,1,Eint Frankfurt,2.3,0.9,66.0,81365.0,Emre Can,4-3-3,3-4-3,Tobias Stieler,Match Report,,15.0,4.0,20.1,1.0,1,1,2024,Dortmund
37,2024-03-30,18:30,Bundesliga,Matchweek 27,Sat,Away,W,2,0,Bayern Munich,0.9,1.5,39.0,75000.0,Emre Can,4-3-3,4-2-3-1,Harm Osmers,Match Report,,11.0,5.0,17.7,0.0,0,0,2024,Dortmund
38,2024-04-06,18:30,Bundesliga,Matchweek 28,Sat,Home,L,0,1,Stuttgart,2.5,1.6,51.0,81365.0,Emre Can,4-3-3,3-4-3,Matthias Jöllenbeck,Match Report,,16.0,7.0,13.9,0.0,0,0,2024,Dortmund
40,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Away,W,2,1,Gladbach,1.3,1.1,54.0,54042.0,Gregor Kobel,4-2-3-1,3-4-3,Florian Badstübner,Match Report,,11.0,3.0,21.9,0.0,1,1,2024,Dortmund
42,2024-04-21,17:30,Bundesliga,Matchweek 30,Sun,Home,D,1,1,Leverkusen,0.5,1.1,48.0,81365.0,Emre Can,4-1-4-1,3-4-3,Daniel Siebert,Match Report,,8.0,2.0,19.1,0.0,0,0,2024,Dortmund
43,2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Away,L,1,4,RB Leipzig,1.6,2.6,61.0,47069.0,Gregor Kobel,4-5-1,4-2-2-2,Deniz Aytekin,Match Report,,12.0,5.0,15.4,0.0,0,0,2024,Dortmund
45,2024-05-04,15:30,Bundesliga,Matchweek 32,Sat,Home,W,5,1,Augsburg,4.0,2.5,61.0,81365.0,Gregor Kobel,4-2-3-1,3-4-1-2,Robert Schröder,Match Report,,21.0,10.0,15.5,0.0,0,0,2024,Dortmund
47,2024-05-11,18:30,Bundesliga,Matchweek 33,Sat,Away,L,0,3,Mainz 05,0.4,2.1,68.0,33305.0,Niklas Süle,4-3-3,3-4-3,Tobias Stieler,Match Report,,9.0,2.0,21.7,0.0,0,0,2024,Dortmund
48,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,0,Darmstadt 98,2.6,0.3,72.0,81365.0,Marco Reus,4-3-3,3-4-1-2,Daniel Siebert,Match Report,,21.0,9.0,17.5,3.0,0,0,2024,Dortmund
1,2023-08-20,17:30,Bundesliga,Matchweek 1,Sun,Home,W,1,0,Darmstadt 98,1.5,0.5,61.0,54000.0,Sebastian Rode,3-4-3,3-4-3,Harm Osmers,Match Report,,9.0,3.0,14.0,0.0,0,0,2024,Eintracht Frankfurt
3,2023-08-27,15:30,Bundesliga,Matchweek 2,Sun,Away,D,1,1,Mainz 05,1.1,1.2,60.0,33305.0,Kevin Trapp,3-4-3,3-4-3,Bastian Dankert,Match Report,,7.0,1.0,15.1,1.0,0,0,2024,Eintracht Frankfurt
5,2023-09-03,15:30,Bundesliga,Matchweek 3,Sun,Home,D,1,1,Köln,1.1,0.9,65.0,54000.0,Kevin Trapp,3-4-3,4-1-4-1,Florian Badstübner,Match Report,,13.0,2.0,14.3,0.0,0,0,2024,Eintracht Frankfurt
6,2023-09-16,18:30,Bundesliga,Matchweek 4,Sat,Away,D,1,1,Bochum,0.6,2.0,51.0,26000.0,Kevin Trapp,3-4-3,3-5-2,Benjamin Brand,Match Report,,8.0,6.0,21.8,0.0,0,0,2024,Eintracht Frankfurt
8,2023-09-24,17:30,Bundesliga,Matchweek 5,Sun,Home,D,0,0,Freiburg,0.6,0.5,57.0,55800.0,Kevin Trapp,3-4-3,3-4-3,Felix Zwayer,Match Report,,12.0,4.0,16.8,0.0,0,0,2024,Eintracht Frankfurt
9,2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,2,Wolfsburg,1.3,3.2,46.0,28323.0,Kevin Trapp,3-4-3,4-2-3-1,Frank Willenborg,Match Report,,8.0,4.0,15.6,0.0,0,0,2024,Eintracht Frankfurt
11,2023-10-08,19:30,Bundesliga,Matchweek 7,Sun,Home,W,2,0,Heidenheim,1.9,1.2,49.0,55800.0,Kevin Trapp,3-4-3,4-2-3-1,Daniel Schlager,Match Report,,12.0,6.0,18.7,1.0,0,1,2024,Eintracht Frankfurt
12,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,3,1,Hoffenheim,2.4,1.4,46.0,30150.0,Robin Koch,3-4-3,3-5-2,Matthias Jöllenbeck,Match Report,,15.0,5.0,10.8,0.0,0,0,2024,Eintracht Frankfurt
14,2023-10-29,15:30,Bundesliga,Matchweek 9,Sun,Home,D,3,3,Dortmund,2.2,2.2,41.0,56500.0,Kevin Trapp,3-4-3,4-2-3-1,Robert Schröder,Match Report,,11.0,6.0,14.7,0.0,1,1,2024,Eintracht Frankfurt
16,2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Away,W,3,0,Union Berlin,1.6,0.7,50.0,22012.0,Kevin Trapp,3-4-3,5-4-1,Sven Jablonski,Match Report,,4.0,3.0,9.6,0.0,0,0,2024,Eintracht Frankfurt
18,2023-11-12,17:30,Bundesliga,Matchweek 11,Sun,Away,D,2,2,Werder Bremen,2.0,1.5,51.0,42100.0,Kevin Trapp,3-4-3,3-5-2,Benjamin Brand,Match Report,,14.0,3.0,17.3,0.0,0,0,2024,Eintracht Frankfurt
19,2023-11-25,18:30,Bundesliga,Matchweek 12,Sat,Home,L,1,2,Stuttgart,0.9,2.3,57.0,58000.0,Kevin Trapp,4-4-1-1,4-4-2,Felix Brych,Match Report,,14.0,1.0,20.3,0.0,0,0,2024,Eintracht Frankfurt
21,2023-12-03,19:30,Bundesliga,Matchweek 13,Sun,Away,L,1,2,Augsburg,1.0,1.4,64.0,26107.0,Kevin Trapp,5-4-1,4-2-3-1,Harm Osmers,Match Report,,14.0,6.0,19.0,1.0,0,0,2024,Eintracht Frankfurt
23,2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Home,W,5,1,Bayern Munich,1.3,2.1,36.0,58000.0,Kevin Trapp,4-4-2,4-2-3-1,Felix Zwayer,Match Report,,14.0,6.0,17.1,0.0,0,0,2024,Eintracht Frankfurt
25,2023-12-17,17:30,Bundesliga,Matchweek 15,Sun,Away,L,0,3,Leverkusen,0.2,2.5,39.0,30210.0,Kevin Trapp,3-4-3,3-4-3,Christian Dingert,Match Report,,4.0,2.0,19.8,0.0,0,0,2024,Eintracht Frankfurt
26,2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Home,W,2,1,Gladbach,1.4,0.3,63.0,58000.0,Kevin Trapp,4-4-2,3-4-3,Florian Badstübner,Match Report,,14.0,6.0,16.1,1.0,0,0,2024,Eintracht Frankfurt
27,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Away,W,1,0,RB Leipzig,1.1,3.5,38.0,45867.0,Kevin Trapp,3-4-3,4-4-2,Frank Willenborg,Match Report,,5.0,1.0,12.9,0.0,0,0,2024,Eintracht Frankfurt
28,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Away,D,2,2,Darmstadt 98,1.2,1.1,50.0,17750.0,Kevin Trapp,3-4-3,3-4-3,Daniel Siebert,Match Report,,8.0,4.0,16.4,0.0,0,0,2024,Eintracht Frankfurt
29,2024-01-26,20:30,Bundesliga,Matchweek 19,Fri,Home,W,1,0,Mainz 05,1.3,0.8,55.0,58000.0,Kevin Trapp,3-4-3,3-5-2,Felix Zwayer,Match Report,,11.0,3.0,17.8,0.0,0,0,2024,Eintracht Frankfurt
30,2024-02-03,18:30,Bundesliga,Matchweek 20,Sat,Away,L,0,2,Köln,0.8,1.3,59.0,50000.0,Kevin Trapp,3-4-3,4-2-3-1,Timo Gerach,Match Report,,11.0,4.0,16.9,1.0,0,0,2024,Eintracht Frankfurt
31,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Home,D,1,1,Bochum,2.4,1.5,53.0,57500.0,Robin Koch,4-2-3-1,4-1-2-1-2,Sven Jablonski,Match Report,,9.0,2.0,12.6,0.0,0,0,2024,Eintracht Frankfurt
33,2024-02-18,15:30,Bundesliga,Matchweek 22,Sun,Away,D,3,3,Freiburg,1.0,2.2,46.0,34700.0,Kevin Trapp,3-4-3,3-4-3,Tobias Stieler,Match Report,,10.0,5.0,15.7,0.0,0,0,2024,Eintracht Frankfurt
35,2024-02-25,15:30,Bundesliga,Matchweek 23,Sun,Home,D,2,2,Wolfsburg,0.9,1.0,57.0,56500.0,Kevin Trapp,4-4-2,4-2-3-1,Daniel Schlager,Match Report,,12.0,5.0,14.9,0.0,0,0,2024,Eintracht Frankfurt
36,2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,W,2,1,Heidenheim,1.2,1.0,42.0,15000.0,Kevin Trapp,4-4-2,4-2-3-1,Sören Storks,Match Report,,10.0,5.0,13.4,1.0,0,0,2024,Eintracht Frankfurt
37,2024-03-10,17:30,Bundesliga,Matchweek 25,Sun,Home,W,3,1,Hoffenheim,2.4,0.6,64.0,57000.0,Kevin Trapp,3-4-3,3-4-1-2,Bastian Dankert,Match Report,,17.0,7.0,14.7,1.0,0,0,2024,Eintracht Frankfurt
38,2024-03-17,17:30,Bundesliga,Matchweek 26,Sun,Away,L,1,3,Dortmund,0.9,2.3,34.0,81365.0,Kevin Trapp,3-4-3,4-3-3,Tobias Stieler,Match Report,,9.0,6.0,17.9,1.0,0,0,2024,Eintracht Frankfurt
39,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Home,D,0,0,Union Berlin,1.0,1.5,65.0,57100.0,Kevin Trapp,3-4-3,3-4-3,Marco Fritz,Match Report,,16.0,3.0,18.2,1.0,0,0,2024,Eintracht Frankfurt
40,2024-04-05,20:30,Bundesliga,Matchweek 28,Fri,Home,D,1,1,Werder Bremen,2.1,1.6,66.0,58000.0,Kevin Trapp,4-4-2,3-5-2,Robert Hartmann,Match Report,,24.0,5.0,14.5,0.0,0,0,2024,Eintracht Frankfurt
41,2024-04-13,18:30,Bundesliga,Matchweek 29,Sat,Away,L,0,3,Stuttgart,0.6,1.2,46.0,60000.0,Kevin Trapp,4-2-2-2,4-2-3-1,Deniz Aytekin,Match Report,,10.0,3.0,19.1,1.0,0,0,2024,Eintracht Frankfurt
42,2024-04-19,20:30,Bundesliga,Matchweek 30,Fri,Home,W,3,1,Augsburg,1.8,0.5,63.0,57600.0,Kevin Trapp,4-4-2,4-1-2-1-2,Martin Petersen,Match Report,,12.0,7.0,18.1,0.0,0,0,2024,Eintracht Frankfurt
43,2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Away,L,1,2,Bayern Munich,0.5,3.3,38.0,75000.0,Kevin Trapp,3-5-2,4-2-3-1,Daniel Schlager,Match Report,,10.0,3.0,22.6,0.0,0,0,2024,Eintracht Frankfurt
44,2024-05-05,17:30,Bundesliga,Matchweek 32,Sun,Home,L,1,5,Leverkusen,1.9,2.7,55.0,58000.0,Kevin Trapp,4-2-2-2,3-4-3,Christian Dingert,Match Report,,17.0,5.0,19.4,1.0,0,0,2024,Eintracht Frankfurt
45,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,Gladbach,1.5,0.4,56.0,54042.0,Kevin Trapp,3-5-2,3-5-2,Robert Schröder,Match Report,,17.0,2.0,13.1,0.0,0,0,2024,Eintracht Frankfurt
46,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,D,2,2,RB Leipzig,2.1,1.6,47.0,57500.0,Kevin Trapp,3-4-3,4-2-2-2,Felix Zwayer,Match Report,,21.0,5.0,17.2,0.0,1,1,2024,Eintracht Frankfurt
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,L,1,2,Freiburg,1.4,2.6,50.0,25890.0,Oliver Baumann,3-5-2,4-2-2-2,Sven Jablonski,Match Report,,22.0,4.0,17.6,0.0,0,0,2024,Hoffenheim
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,W,3,2,Heidenheim,3.0,2.4,62.0,15000.0,Oliver Baumann,3-4-3,4-4-2,Robert Hartmann,Match Report,,15.0,5.0,18.8,2.0,1,1,2024,Hoffenheim
3,2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Home,W,3,1,Wolfsburg,2.0,1.2,40.0,17500.0,Oliver Baumann,3-5-2,4-3-3,Felix Zwayer,Match Report,,10.0,5.0,16.9,1.0,0,0,2024,Hoffenheim
4,2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,W,3,1,Köln,1.0,1.0,44.0,49300.0,Oliver Baumann,3-5-2,4-2-3-1,Daniel Siebert,Match Report,,13.0,5.0,20.6,2.0,0,0,2024,Hoffenheim
5,2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Away,W,2,0,Union Berlin,2.0,1.6,43.0,20000.0,Oliver Baumann,3-5-2,3-5-2,Deniz Aytekin,Match Report,,10.0,2.0,19.1,2.0,1,1,2024,Hoffenheim
6,2023-09-29,20:30,Bundesliga,Matchweek 6,Fri,Home,L,1,3,Dortmund,1.9,1.6,53.0,30150.0,Oliver Baumann,3-5-2,4-2-3-1,Florian Badstübner,Match Report,,14.0,2.0,18.7,2.0,1,1,2024,Hoffenheim
7,2023-10-07,18:30,Bundesliga,Matchweek 7,Sat,Away,W,3,2,Werder Bremen,1.9,0.8,52.0,41000.0,Oliver Baumann,3-5-2,3-1-4-2,Christian Dingert,Match Report,,10.0,4.0,17.2,0.0,0,0,2024,Hoffenheim
8,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Home,L,1,3,Eint Frankfurt,1.4,2.4,54.0,30150.0,Oliver Baumann,3-5-2,3-4-3,Matthias Jöllenbeck,Match Report,,14.0,4.0,15.3,1.0,0,0,2024,Hoffenheim
9,2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Away,W,3,2,Stuttgart,1.7,3.6,27.0,53200.0,Oliver Baumann,3-1-4-2,4-2-3-1,Felix Zwayer,Match Report,,6.0,4.0,20.0,0.0,1,1,2024,Hoffenheim
11,2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Home,L,2,3,Leverkusen,1.7,1.0,47.0,30150.0,Oliver Baumann,3-5-2,3-4-3,Frank Willenborg,Match Report,,12.0,7.0,20.8,0.0,0,0,2024,Hoffenheim
12,2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Away,D,1,1,Augsburg,0.8,1.0,66.0,28260.0,Oliver Baumann,3-1-4-2,4-2-3-1,Felix Brych,Match Report,,12.0,6.0,17.0,0.0,0,0,2024,Hoffenheim
13,2023-11-26,17:30,Bundesliga,Matchweek 12,Sun,Home,D,1,1,Mainz 05,1.2,1.8,53.0,22000.0,Oliver Baumann,3-1-4-2,4-2-3-1,Deniz Aytekin,Match Report,,15.0,4.0,17.7,0.0,0,0,2024,Hoffenheim
14,2023-12-02,15:30,Bundesliga,Matchweek 13,Sat,Away,L,1,2,Gladbach,1.4,1.6,51.0,49341.0,Oliver Baumann,3-1-4-2,3-5-1-1,Tobias Reichel,Match Report,,19.0,5.0,18.0,0.0,0,0,2024,Hoffenheim
15,2023-12-08,20:30,Bundesliga,Matchweek 14,Fri,Home,W,3,1,Bochum,1.5,1.5,42.0,16023.0,Oliver Baumann,4-1-2-1-2◆,4-3-3,Matthias Jöllenbeck,Match Report,,17.0,7.0,18.7,0.0,0,0,2024,Hoffenheim
16,2023-12-16,18:30,Bundesliga,Matchweek 15,Sat,Away,L,1,3,RB Leipzig,0.8,2.8,43.0,42946.0,Oliver Baumann,3-4-1-2,4-2-2-2,Robert Schröder,Match Report,,9.0,4.0,12.5,1.0,0,0,2024,Hoffenheim
17,2023-12-19,20:30,Bundesliga,Matchweek 16,Tue,Home,D,3,3,Darmstadt 98,3.5,0.8,45.0,18125.0,Oliver Baumann,3-1-4-2,3-4-1-2,Frank Willenborg,Match Report,,13.0,3.0,14.1,1.0,1,1,2024,Hoffenheim
18,2024-01-12,20:30,Bundesliga,Matchweek 17,Fri,Away,L,0,3,Bayern Munich,1.2,2.8,39.0,75000.0,Oliver Baumann,3-1-4-2,4-2-3-1,Benjamin Brand,Match Report,,11.0,4.0,18.2,0.0,0,0,2024,Hoffenheim
19,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Away,L,2,3,Freiburg,1.4,2.7,56.0,33600.0,Oliver Baumann,3-1-4-2,4-1-3-2,Sascha Stegemann,Match Report,,16.0,4.0,18.2,0.0,0,0,2024,Hoffenheim
20,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Home,D,1,1,Heidenheim,2.8,1.1,67.0,20120.0,Oliver Baumann,4-3-1-2,4-2-3-1,Tobias Welz,Match Report,,22.0,6.0,17.1,0.0,1,1,2024,Hoffenheim
21,2024-02-04,15:30,Bundesliga,Matchweek 20,Sun,Away,D,2,2,Wolfsburg,1.7,1.7,55.0,22917.0,Oliver Baumann,4-1-2-1-2◆,4-4-2,Florian Badstübner,Match Report,,17.0,7.0,18.3,1.0,0,0,2024,Hoffenheim
22,2024-02-11,17:30,Bundesliga,Matchweek 21,Sun,Home,D,1,1,Köln,1.2,0.1,57.0,23020.0,Oliver Baumann,3-4-3,4-2-3-1,Christian Dingert,Match Report,,10.0,3.0,14.6,0.0,0,0,2024,Hoffenheim
23,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Home,L,0,1,Union Berlin,1.0,1.4,66.0,19050.0,Oliver Baumann,4-1-2-1-2◆,3-5-2,Robert Hartmann,Match Report,,18.0,4.0,19.5,0.0,0,0,2024,Hoffenheim
24,2024-02-25,17:30,Bundesliga,Matchweek 23,Sun,Away,W,3,2,Dortmund,1.3,1.9,31.0,81365.0,Oliver Baumann,3-4-1-2,4-2-3-1,Marco Fritz,Match Report,,9.0,5.0,16.6,1.0,0,0,2024,Hoffenheim
25,2024-03-03,17:30,Bundesliga,Matchweek 24,Sun,Home,W,2,1,Werder Bremen,1.7,1.3,47.0,25000.0,Oliver Baumann,3-4-3,3-5-2,Matthias Jöllenbeck,Match Report,,14.0,7.0,18.2,0.0,0,0,2024,Hoffenheim
26,2024-03-10,17:30,Bundesliga,Matchweek 25,Sun,Away,L,1,3,Eint Frankfurt,0.6,2.4,36.0,57000.0,Oliver Baumann,3-4-1-2,3-4-3,Bastian Dankert,Match Report,,6.0,2.0,15.9,0.0,0,0,2024,Hoffenheim
27,2024-03-16,18:30,Bundesliga,Matchweek 26,Sat,Home,L,0,3,Stuttgart,0.5,3.7,43.0,30150.0,Oliver Baumann,3-4-3,3-4-3,Sascha Stegemann,Match Report,,7.0,1.0,21.3,0.0,0,0,2024,Hoffenheim
28,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Away,L,1,2,Leverkusen,0.8,3.1,33.0,30210.0,Oliver Baumann,5-3-2,3-4-3,Deniz Aytekin,Match Report,,6.0,2.0,21.4,0.0,0,0,2024,Hoffenheim
29,2024-04-07,15:30,Bundesliga,Matchweek 28,Sun,Home,W,3,1,Augsburg,1.8,1.2,54.0,28881.0,Oliver Baumann,3-4-1-2,5-3-2,Florian Exner,Match Report,,18.0,6.0,17.4,0.0,0,0,2024,Hoffenheim
30,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Away,L,1,4,Mainz 05,0.5,2.1,53.0,31000.0,Oliver Baumann,3-5-2,3-4-3,Felix Zwayer,Match Report,,5.0,1.0,20.5,0.0,0,0,2024,Hoffenheim
31,2024-04-20,15:30,Bundesliga,Matchweek 30,Sat,Home,W,4,3,Gladbach,2.3,1.0,59.0,26078.0,Oliver Baumann,3-5-2,5-4-1,Sören Storks,Match Report,,28.0,9.0,19.2,2.0,0,0,2024,Hoffenheim
32,2024-04-26,20:30,Bundesliga,Matchweek 31,Fri,Away,L,2,3,Bochum,1.0,3.2,54.0,24300.0,Oliver Baumann,3-5-2,4-2-3-1,Tobias Stieler,Match Report,,10.0,4.0,15.6,0.0,0,0,2024,Hoffenheim
33,2024-05-03,20:30,Bundesliga,Matchweek 32,Fri,Home,D,1,1,RB Leipzig,1.6,0.8,55.0,25066.0,Oliver Baumann,3-5-2,4-2-2-2,Harm Osmers,Match Report,,20.0,8.0,20.0,0.0,0,0,2024,Hoffenheim
34,2024-05-12,15:30,Bundesliga,Matchweek 33,Sun,Away,W,6,0,Darmstadt 98,3.3,0.6,59.0,17810.0,Oliver Baumann,3-4-1-2,3-4-3,Florian Badstübner,Match Report,,12.0,7.0,16.6,0.0,0,0,2024,Hoffenheim
35,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,2,Bayern Munich,1.8,1.5,48.0,30150.0,Oliver Baumann,3-4-3,3-1-4-2,Marco Fritz,Match Report,,17.0,9.0,16.3,0.0,0,0,2024,Hoffenheim
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Away,L,0,2,Wolfsburg,1.2,2.2,52.0,22620.0,Patrick Mainka,4-1-3-2,4-3-3,Florian Badstübner,Match Report,,14.0,1.0,16.3,0.0,0,0,2024,Heidenheim
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,L,2,3,Hoffenheim,2.4,3.0,38.0,15000.0,Patrick Mainka,4-4-2,3-4-3,Robert Hartmann,Match Report,,19.0,7.0,18.2,1.0,0,1,2024,Heidenheim
3,2023-09-01,20:30,Bundesliga,Matchweek 3,Fri,Away,D,2,2,Dortmund,2.1,3.4,38.0,81365.0,Patrick Mainka,4-2-3-1,4-3-3,Tobias Reichel,Match Report,,13.0,5.0,19.6,1.0,1,1,2024,Heidenheim
4,2023-09-17,15:30,Bundesliga,Matchweek 4,Sun,Home,W,4,2,Werder Bremen,2.2,3.0,41.0,15000.0,Patrick Mainka,4-2-3-1,3-5-2,Patrick Ittrich,Match Report,,17.0,4.0,18.2,1.0,1,1,2024,Heidenheim
5,2023-09-24,15:30,Bundesliga,Matchweek 5,Sun,Away,L,1,4,Leverkusen,0.5,3.4,29.0,29557.0,Patrick Mainka,4-2-3-1,3-4-3,Christian Dingert,Match Report,,2.0,2.0,13.8,0.0,0,0,2024,Heidenheim
6,2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Home,W,1,0,Union Berlin,0.8,2.2,50.0,15000.0,Patrick Mainka,4-2-3-1,3-4-3,Sascha Stegemann,Match Report,,10.0,4.0,20.6,1.0,0,0,2024,Heidenheim
7,2023-10-08,19:30,Bundesliga,Matchweek 7,Sun,Away,L,0,2,Eint Frankfurt,1.2,1.9,51.0,55800.0,Patrick Mainka,4-2-3-1,3-4-3,Daniel Schlager,Match Report,,7.0,2.0,17.9,0.0,0,0,2024,Heidenheim
8,2023-10-22,17:30,Bundesliga,Matchweek 8,Sun,Home,L,2,5,Augsburg,1.5,2.5,59.0,15000.0,Patrick Mainka,4-1-4-1,4-2-2-2,Tobias Stieler,Match Report,,15.0,5.0,14.3,0.0,0,0,2024,Heidenheim
9,2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Away,L,1,2,Gladbach,0.4,1.0,47.0,51541.0,Patrick Mainka,4-2-3-1,4-2-3-1,Robert Hartmann,Match Report,,9.0,4.0,18.0,0.0,0,0,2024,Heidenheim
11,2023-11-05,17:30,Bundesliga,Matchweek 10,Sun,Home,W,2,0,Stuttgart,1.2,2.6,32.0,15000.0,Patrick Mainka,4-2-3-1,4-2-3-1,Florian Badstübner,Match Report,,19.0,3.0,19.0,1.0,0,0,2024,Heidenheim
12,2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Away,L,2,4,Bayern Munich,0.9,2.0,28.0,75000.0,Patrick Mainka,4-1-4-1,4-2-3-1,Harm Osmers,Match Report,,8.0,2.0,12.3,0.0,0,0,2024,Heidenheim
13,2023-11-26,15:30,Bundesliga,Matchweek 12,Sun,Home,D,0,0,Bochum,0.8,0.4,49.0,15000.0,Patrick Mainka,4-1-4-1,4-3-3,Felix Zwayer,Match Report,,9.0,3.0,17.6,0.0,0,0,2024,Heidenheim
14,2023-12-02,15:30,Bundesliga,Matchweek 13,Sat,Away,L,1,2,RB Leipzig,1.0,4.0,30.0,44887.0,Patrick Mainka,5-4-1,4-2-2-2,Christian Dingert,Match Report,,7.0,1.0,17.9,0.0,0,0,2024,Heidenheim
15,2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Home,W,3,2,Darmstadt 98,1.4,0.9,44.0,15000.0,Patrick Mainka,4-2-2-2,3-4-1-2,Daniel Schlager,Match Report,,16.0,7.0,17.0,1.0,0,0,2024,Heidenheim
16,2023-12-16,15:30,Bundesliga,Matchweek 15,Sat,Away,W,1,0,Mainz 05,0.5,1.6,35.0,27200.0,Patrick Mainka,4-5-1,4-2-2-2,Bastian Dankert,Match Report,,6.0,2.0,18.4,0.0,0,0,2024,Heidenheim
17,2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Home,W,3,2,Freiburg,1.9,1.8,53.0,15000.0,Patrick Mainka,4-4-2,4-2-3-1,Benjamin Brand,Match Report,,15.0,3.0,14.5,1.0,0,0,2024,Heidenheim
18,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Away,D,1,1,Köln,0.9,0.9,49.0,50000.0,Patrick Mainka,4-4-2,4-2-3-1,Felix Zwayer,Match Report,,9.0,2.0,16.2,1.0,0,0,2024,Heidenheim
19,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Home,D,1,1,Wolfsburg,1.1,1.1,53.0,15000.0,Patrick Mainka,4-1-4-1,4-2-3-1,Timo Gerach,Match Report,,12.0,3.0,15.2,1.0,0,0,2024,Heidenheim
20,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Away,D,1,1,Hoffenheim,1.1,2.8,33.0,20120.0,Patrick Mainka,4-2-3-1,4-3-1-2,Tobias Welz,Match Report,,14.0,3.0,21.4,0.0,0,0,2024,Heidenheim
21,2024-02-02,20:30,Bundesliga,Matchweek 20,Fri,Home,D,0,0,Dortmund,1.2,0.6,31.0,15000.0,Patrick Mainka,4-2-3-1,4-2-2-2,Bastian Dankert,Match Report,,12.0,0.0,14.5,0.0,0,0,2024,Heidenheim
